relative_path,file,device_id,device_identity,placement,body_side,label,raw_label,paired_session_id,session_id,started_at_epoch_ms,rows,duration_s,effective_hz,size_bytes,crc32,sidecar_size_bytes,sidecar_crc32,metadata_status,included,exclusion_reason,correction,issues
xiao_18ee26a8/day2/running/18ee26a8_running_27.csv,18ee26a8_running_27.csv,18EE26A8,95D112A518EE26A8,leg,left,running,running,cac99f23-ce47-4efe-8a32-9119f76a2d21,43a3fe3f-144c-48b8-838d-16799b219c6a,1787438572713,18082,347.711,52.000081,1133659,F9BB1B66,1206028,B1EE111B,verified_after_declared_correction,true,,"The phone was set to walking, but the recorded activity was running. The user corrected the copied CSV and filename; the untouched original remains in the phone backup.",
xiao_18ee26a8/day2/running/18ee26a8_running_31.csv,18ee26a8_running_31.csv,18EE26A8,95D112A518EE26A8,leg,left,running,running,ac1ffdaf-1941-41f4-9db1-0e42a66412ed,69035abd-9ffc-42d6-808e-8a74bdae7d29,1787440074923,14514,279.096,52.000029,966786,F5C18204,966786,F5C18204,verified,true,,,
xiao_18ee26a8/day2/running/18ee26a8_running_37.csv,18ee26a8_running_37.csv,18EE26A8,95D112A518EE26A8,leg,left,running,running,5e6970cd-6334-4414-9fe1-cba3408d5ba4,e5bbf910-d2b0-4e48-9729-7d43b8366ad9,1787442002005,8666,166.634,52.000192,577263,5BAE9D51,577263,5BAE9D51,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_19.csv,18ee26a8_walking_19.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,9c3c1b07-2045-40c1-a565-fd81c39e1e3f,e107871a-5281-4900-b14c-ae39e9d3b671,1787414890717,23644,454.673,52.000009,1572900,ADA53706,1572900,ADA53706,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_20.csv,18ee26a8_walking_20.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,9c3c1b07-2045-40c1-a565-fd81c39e1e3f,e107871a-5281-4900-b14c-ae39e9d3b671,1787414890717,4199,80.731,51.999851,279176,D2F02C86,279176,D2F02C86,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_29.csv,18ee26a8_walking_29.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,329ac4ac-c5ca-4b12-a409-60cb47187fa5,6191926d-b2cc-4db6-b694-0822431a3730,1787439161376,17316,332.981,51.999964,1145685,B678C974,1145685,B678C974,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_30.csv,18ee26a8_walking_30.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,31f0711a-a615-45d3-b4fe-1982c94a696c,84586b89-ee74-4238-a538-6bf69df9b267,1787439593463,19273,370.615,52.000054,1281259,30A963E5,1281259,30A963E5,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_32.csv,18ee26a8_walking_32.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,1c1f0484-b700-41db-a1aa-9789d5191e8a,ac49bcb4-dfa2-42c7-8ef8-6ed970642e3a,1787440446116,23668,455.134,52.000070,1572905,ABFC0811,1572905,ABFC0811,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_33.csv,18ee26a8_walking_33.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,1c1f0484-b700-41db-a1aa-9789d5191e8a,ac49bcb4-dfa2-42c7-8ef8-6ed970642e3a,1787440446116,3,0.038,52.631579,265,E4A2B10D,265,E4A2B10D,verified,false,Technical tail: only 3 samples.,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_34.csv,18ee26a8_walking_34.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,a94da440-c7a2-48c4-a966-09f4dcd93060,86862324-439a-442b-aced-15a25473592a,1787441049043,23674,455.250,52.000000,1572906,8648C4A3,1572906,8648C4A3,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_35.csv,18ee26a8_walking_35.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,a94da440-c7a2-48c4-a966-09f4dcd93060,86862324-439a-442b-aced-15a25473592a,1787441049043,3,0.038,52.631579,268,019035AE,268,019035AE,verified,false,Technical tail: only 3 samples.,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_36.csv,18ee26a8_walking_36.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,ac7383c4-6ce9-400a-b4c5-a96033d36f64,51a15033-bd9f-435c-80bc-5606ae3993cc,1787441647384,13170,253.250,52.000000,873543,FB2C17AD,873543,FB2C17AD,verified,true,,,
xiao_18ee26a8/day2/walking/18ee26a8_walking_38.csv,18ee26a8_walking_38.csv,18EE26A8,95D112A518EE26A8,leg,left,walking,walking,4447a511-2507-47b0-bb1a-da6bd9a9a24b,b4add8f7-8527-40ee-be1c-1c1af8259dbb,1787442229985,15320,294.596,52.000027,1015102,2902D17C,1015102,2902D17C,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_39.csv,18ee26a8_lying_39.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,2d0fd772-61be-4fc9-8cc1-98173adf09d2,cc50e056-21de-45db-b338-417058052638,1787472369862,16486,317.019,52.000038,1019221,77F5BC5C,1019221,77F5BC5C,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_40.csv,18ee26a8_lying_40.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,e92be073-786a-4b12-8458-75f8ad98d7cc,993b86b8-6758-4b77-aa46-dfbf8d4e3078,1787472831202,16473,316.769,52.000038,1020101,7D82883F,1020101,7D82883F,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_41.csv,18ee26a8_lying_41.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,ea710ef8-6128-4f1e-a9e6-677de6eb8033,27241c7c-f724-4a9a-880b-9f9abefa5262,1787473265737,16384,315.057,52.000114,989426,64426E55,989426,64426E55,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_42.csv,18ee26a8_lying_42.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,b41e04e9-279a-4563-a22e-0708ad2e0d8b,d7b2f2ac-b358-4a9b-855b-ff5c386fb242,1787473706992,16348,314.365,52.000064,993157,F5CEB1F9,993157,F5CEB1F9,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_43.csv,18ee26a8_lying_43.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,0fecbe50-1c30-4346-a594-462019c8d120,7461b51d-f69d-43ac-8520-9f027760fb26,1787474294982,16326,313.942,52.000051,996571,BC692D34,996571,BC692D34,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_44.csv,18ee26a8_lying_44.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,c20e06fc-11c6-488e-b898-716ab9eee036,8aa3da57-7312-4da7-9f60-7502cbadf46c,1787474736647,16331,314.038,52.000076,996371,70F6A524,996371,70F6A524,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_45.csv,18ee26a8_lying_45.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,1717d150-e4ba-452f-b7b8-2760d51a5d1c,371797d9-7651-4cac-8571-b0363019cb42,1787475201899,16668,320.519,52.000037,1032907,2D8730A2,1032907,2D8730A2,verified,true,,,
xiao_18ee26a8/day3/lying/18ee26a8_lying_46.csv,18ee26a8_lying_46.csv,18EE26A8,95D112A518EE26A8,leg,left,lying,lying,e7ac5849-f051-4bcd-87fa-25b4b376ead2,0be21cb3-8e75-4f58-9bf6-26de0beb59e0,1787475621920,16345,314.307,52.000115,1012782,81F4AFD1,1012782,81F4AFD1,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_47.csv,18ee26a8_sitting_47.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,b142d8f3-e99b-4d3c-9b61-7476ee3106ea,f3a67ba5-af57-4147-802c-3e20a7c0794d,1787476550047,16382,315.019,52.000038,1047940,569594BD,1047940,569594BD,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_48.csv,18ee26a8_sitting_48.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,d229ccab-a42a-4312-a245-d47186880734,8c0694cf-4347-44aa-85f6-d797c1d7996c,1787476952355,16390,315.173,52.000013,1056503,79FFDA20,1056503,79FFDA20,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_49.csv,18ee26a8_sitting_49.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,c0469ef8-d8a1-4604-a172-bd0299f5c26a,a15aad8a-0773-4c01-9c0b-a5d8bb28beb4,1787477666667,16373,314.846,52.000025,1047559,C456226B,1047559,C456226B,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_50.csv,18ee26a8_sitting_50.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,3032c30b-a912-4c08-ba39-98c22744fb3f,7a04a205-8914-49bb-a32a-afacda7820eb,1787478109445,17052,327.904,51.999976,1089840,5BD9DC90,1089840,5BD9DC90,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_51.csv,18ee26a8_sitting_51.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,0d565b17-20ac-42eb-b16c-55f8c9590db8,7877a289-497e-419a-abe4-cbe93bbc7161,1787478624941,16443,316.192,52.000051,1050840,88050412,1050840,88050412,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_52.csv,18ee26a8_sitting_52.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,10d367cf-614c-4911-bf0b-1758c5de6044,3b128e3e-24bb-49f3-804c-94588800a8af,1787479214835,16447,316.269,52.000038,1050769,A6656E3E,1050769,A6656E3E,verified,true,,,
xiao_18ee26a8/day3/sitting/18ee26a8_sitting_53.csv,18ee26a8_sitting_53.csv,18EE26A8,95D112A518EE26A8,leg,left,sitting,sitting,2bd5e889-a7fb-4d9d-a1d0-8b8f17527c61,3474898e-737c-474a-a355-9d62ec2f1bbf,1787479617406,16404,315.442,52.000051,1050469,FFDF6C5C,1050469,FFDF6C5C,verified,true,,,
xiao_872f1832/day1/cycling/872f1832_cycling_27.csv,872f1832_cycling_27.csv,872F1832,7F1F9F0D872F1832,wrist,left,cycling,cycling,340aaf5e-606d-4a3f-bf5b-5242409f2b24,29a9e468-b9bb-4d97-ab3c-f2b40fc5d187,1787337928360,25149,483.615,52.000041,1572866,8073CEAE,1572866,8073CEAE,verified,true,,,
xiao_872f1832/day1/cycling/872f1832_cycling_28.csv,872f1832_cycling_28.csv,872F1832,7F1F9F0D872F1832,wrist,left,cycling,cycling,340aaf5e-606d-4a3f-bf5b-5242409f2b24,29a9e468-b9bb-4d97-ab3c-f2b40fc5d187,1787337928360,11375,218.731,51.999945,710835,33AFA809,710835,33AFA809,verified,true,,,
xiao_872f1832/day1/cycling/872f1832_cycling_29.csv,872f1832_cycling_29.csv,872F1832,7F1F9F0D872F1832,wrist,left,cycling,cycling,35146bd6-5791-4d28-b31c-7dec8507c4e4,993b9297-3b54-46fe-b65b-f4e11d307d9e,1787338915758,22362,430.019,52.000028,1404337,ACD1E038,1404337,ACD1E038,verified,true,,,
xiao_872f1832/day1/cycling/872f1832_cycling_30.csv,872f1832_cycling_30.csv,872F1832,7F1F9F0D872F1832,wrist,left,cycling,cycling,35146bd6-5791-4d28-b31c-7dec8507c4e4,993b9297-3b54-46fe-b65b-f4e11d307d9e,1787338915758,18738,360.327,51.999989,1176975,72191111,1176975,72191111,verified,true,,,
xiao_872f1832/day1/running/872f1832_running_25.csv,872f1832_running_25.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,d943c143-f514-4c2c-ab0c-117c05315a4b,9c2fd2b8-ef53-45b0-8517-9edcbd87b34e,1787335450906,24057,462.615,52.000043,1572885,BD24B5A3,1572885,BD24B5A3,verified,true,,,
xiao_872f1832/day1/running/872f1832_running_26.csv,872f1832_running_26.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,d943c143-f514-4c2c-ab0c-117c05315a4b,9c2fd2b8-ef53-45b0-8517-9edcbd87b34e,1787335450906,4,0.057,52.631579,338,82B2A560,338,82B2A560,verified,false,Technical tail: only 4 samples.,,
xiao_872f1832/day2/cycling/872f1832_cycling_38.csv,872f1832_cycling_38.csv,872F1832,7F1F9F0D872F1832,wrist,left,cycling,cycling,8fac3afb-1540-43f4-a2c4-3a0d1a888cd5,b0d5b0b8-b63c-4176-a806-39f758071148,1787417618986,24657,474.154,51.999983,1572885,F9919091,1572885,F9919091,verified,true,,,
xiao_872f1832/day2/cycling/872f1832_cycling_39.csv,872f1832_cycling_39.csv,872F1832,7F1F9F0D872F1832,wrist,left,cycling,cycling,8fac3afb-1540-43f4-a2c4-3a0d1a888cd5,b0d5b0b8-b63c-4176-a806-39f758071148,1787417618986,7765,149.307,52.000241,497571,43399858,497571,43399858,verified,true,,,
xiao_872f1832/day2/running/872f1832_running_31.csv,872f1832_running_31.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,c7c08fc7-855b-40f9-8a7d-1e5bd5f2a3dc,5d5b91f6-52df-4b0f-8b43-06d2e5831e2b,1787414579774,11251,216.346,52.000037,746145,247E887E,746145,247E887E,verified,true,,,
xiao_872f1832/day2/running/872f1832_running_34.csv,872f1832_running_34.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,a041fcd0-61a5-42a5-8666-ec95b17e47c7,recovered-872f1832_running_34,,14796,284.519,52.000042,981972,8C83919D,,,recovered_from_override,true,,,
xiao_872f1832/day2/running/872f1832_running_35.csv,872f1832_running_35.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,8776e8a8-1867-4b99-b6f4-5b7f9df630d3,744df174-d45b-4491-a1e7-a523c33ad372,1787416918194,9855,189.500,52.000000,656306,DA5216C7,656306,DA5216C7,verified,true,,,
xiao_872f1832/day2/running/872f1832_running_36.csv,872f1832_running_36.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,9d5028f8-33f6-4634-b2c3-589e2aaa4b6c,9dbc1984-714b-480b-a9a1-1744a249b21c,1787417173194,1,0.000,0.000000,141,976AF5E1,141,976AF5E1,verified,false,Technical tail: only 1 sample.,,
xiao_872f1832/day2/running/872f1832_running_37.csv,872f1832_running_37.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,a553f12b-bc8a-4b20-8a23-16583ff8ee46,403473ff-5780-431c-870d-0832073b8b9d,1787417209240,6464,124.288,52.000193,429464,7BFECC09,429464,7BFECC09,verified,true,,,
xiao_872f1832/day2/running/872f1832_running_40.csv,872f1832_running_40.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,cac99f23-ce47-4efe-8a32-9119f76a2d21,b3176c2f-a704-409b-98bb-79aea224b30e,1787438572713,18042,346.942,52.000046,1123337,DAF28D0E,1195823,9CBEC2F4,verified_after_declared_correction,true,,Paired wrist recording of the same intentionally corrected running session. The untouched original remains in the phone backup.,
xiao_872f1832/day2/running/872f1832_running_44.csv,872f1832_running_44.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,ac1ffdaf-1941-41f4-9db1-0e42a66412ed,b77fe1a1-a96e-44cb-ab20-fbdee5a439f6,1787440074923,14482,278.481,51.999957,957245,121445B7,957245,121445B7,verified,true,,,
xiao_872f1832/day2/running/872f1832_running_50.csv,872f1832_running_50.csv,872F1832,7F1F9F0D872F1832,wrist,left,running,running,5e6970cd-6334-4414-9fe1-cba3408d5ba4,c3139de5-0132-4ff0-aa49-f53606ddcfcb,1787442002000,8648,166.288,52.000144,572936,D4B815B0,572936,D4B815B0,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_32.csv,872f1832_walking_32.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,9c3c1b07-2045-40c1-a565-fd81c39e1e3f,86129116-b000-4f9a-ae6c-52920b3fad5e,1787414890720,24263,466.577,51.999991,1572891,825949B5,1572891,825949B5,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_33.csv,872f1832_walking_33.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,9c3c1b07-2045-40c1-a565-fd81c39e1e3f,86129116-b000-4f9a-ae6c-52920b3fad5e,1787414890720,473,9.077,51.999559,30537,A0EB9870,30537,A0EB9870,verified,false,Technical tail: about 9.1 seconds.,,
xiao_872f1832/day2/walking/872f1832_walking_42.csv,872f1832_walking_42.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,329ac4ac-c5ca-4b12-a409-60cb47187fa5,23238305-ed63-437b-b5fa-44acd03c9101,1787439161379,17276,332.211,52.000084,1109614,4654B76B,1109614,4654B76B,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_43.csv,872f1832_walking_43.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,31f0711a-a615-45d3-b4fe-1982c94a696c,da0294f6-c149-4ae9-9424-6f714e3f9dde,1787439593461,19226,369.711,52.000076,1248634,813998BA,1248634,813998BA,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_45.csv,872f1832_walking_45.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,1c1f0484-b700-41db-a1aa-9789d5191e8a,1f1e7851-d5fb-4784-87ca-6c21d4bdf267,1787440446118,24335,467.961,52.000060,1572917,28E7FBF7,1572917,28E7FBF7,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_46.csv,872f1832_walking_46.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,1c1f0484-b700-41db-a1aa-9789d5191e8a,1f1e7851-d5fb-4784-87ca-6c21d4bdf267,1787440446118,3,0.038,52.631579,271,457C2380,271,457C2380,verified,false,Technical tail: only 3 samples.,,
xiao_872f1832/day2/walking/872f1832_walking_47.csv,872f1832_walking_47.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,a94da440-c7a2-48c4-a966-09f4dcd93060,790529f0-e693-48ba-ba30-65500f58786e,1787441049043,24424,469.673,52.000009,1572922,5A485233,1572922,5A485233,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_48.csv,872f1832_walking_48.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,a94da440-c7a2-48c4-a966-09f4dcd93060,790529f0-e693-48ba-ba30-65500f58786e,1787441049043,4,0.057,52.631579,336,C3DBE72A,336,C3DBE72A,verified,false,Technical tail: only 4 samples.,,
xiao_872f1832/day2/walking/872f1832_walking_49.csv,872f1832_walking_49.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,ac7383c4-6ce9-400a-b4c5-a96033d36f64,18d9080f-88b5-4d90-999f-5ec78abb48aa,1787441647383,13139,252.654,51.999968,846028,0A2E6F35,846028,0A2E6F35,verified,true,,,
xiao_872f1832/day2/walking/872f1832_walking_51.csv,872f1832_walking_51.csv,872F1832,7F1F9F0D872F1832,wrist,left,walking,walking,4447a511-2507-47b0-bb1a-da6bd9a9a24b,8ee2caa8-282f-4da1-aadf-6ee9ccfff4ae,1787442229986,15283,293.884,52.000109,981998,C381413C,981998,C381413C,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_52.csv,872f1832_lying_52.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,2d0fd772-61be-4fc9-8cc1-98173adf09d2,97f5de44-48c8-4a23-a156-c7d114919cda,1787472369863,16447,316.269,52.000038,992432,B55C6C1B,992432,B55C6C1B,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_53.csv,872f1832_lying_53.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,e92be073-786a-4b12-8458-75f8ad98d7cc,0a44542e-d952-47a3-87e7-74e14f279f23,1787472831202,16433,316.000,52.000000,1004427,E757506D,1004427,E757506D,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_54.csv,872f1832_lying_54.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,ea710ef8-6128-4f1e-a9e6-677de6eb8033,f45b0f38-150f-49ad-9ed2-56c89551a112,1787473265737,16344,314.288,52.000076,982665,770C73AC,982665,770C73AC,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_55.csv,872f1832_lying_55.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,b41e04e9-279a-4563-a22e-0708ad2e0d8b,fbdb2974-98e3-4d5a-9aba-b19e3cef88c1,1787473706992,16309,313.615,52.000064,972526,85BFD5A2,972526,85BFD5A2,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_56.csv,872f1832_lying_56.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,0fecbe50-1c30-4346-a594-462019c8d120,d5d79b08-a265-4c70-8838-ab50a74603ea,1787474294982,16285,313.154,51.999974,1005312,B5EC694D,1005312,B5EC694D,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_57.csv,872f1832_lying_57.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,c20e06fc-11c6-488e-b898-716ab9eee036,4d95fa3e-c531-46a8-9942-d50245b1e472,1787474736647,16291,313.269,52.000038,995009,0DAABE83,995009,0DAABE83,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_58.csv,872f1832_lying_58.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,1717d150-e4ba-452f-b7b8-2760d51a5d1c,6dc0c35a-5094-445c-9c16-1d7c3c5c26e8,1787475201894,16627,319.731,51.999962,998346,C39D22DF,998346,C39D22DF,verified,true,,,
xiao_872f1832/day3/lying/872f1832_lying_59.csv,872f1832_lying_59.csv,872F1832,7F1F9F0D872F1832,wrist,left,lying,lying,e7ac5849-f051-4bcd-87fa-25b4b376ead2,8fe2388a-f3d3-497d-a23f-e15c2051f53c,1787475621917,16302,313.481,51.999962,969738,B1A08800,969738,B1A08800,verified,true,,,
xiao_872f1832/day3/sitting/872f1832_sitting_60.csv,872f1832_sitting_60.csv,872F1832,7F1F9F0D872F1832,wrist,left,sitting,sitting,b142d8f3-e99b-4d3c-9b61-7476ee3106ea,0dec3660-478c-4b1b-99a4-586e541d11ac,1787476550047,16340,314.211,52.000089,1001095,401E7812,1001095,401E7812,verified,true,,,
xiao_872f1832/day3/sitting/872f1832_sitting_61.csv,872f1832_sitting_61.csv,872F1832,7F1F9F0D872F1832,wrist,left,sitting,sitting,d229ccab-a42a-4312-a245-d47186880734,b911b010-c397-4792-a8ce-cf330c12c846,1787476954162,16253,312.538,52.000077,1016694,B96A491E,1016694,B96A491E,verified,true,,,
